OrderID,WarehouseID,ShipDate,DeliveryDate,DeliveryDays,OnTimeFlag,ReturnFlag,ReturnReason
ORD-00159,WH-South,2024-10-08,2024-10-14,9.0,0.0,0.0,
ORD-00160,WH-North,2024-06-24,2024-06-26,5.0,1.0,0.0,
ORD-00161,WH-East,2024-06-28,2024-07-05,9.0,0.0,1.0,Changed Mind
ORD-00162,WH-East,2024-10-07,2024-10-10,5.0,1.0,0.0,
ORD-00163,WH-East,2024-04-21,2024-04-26,6.0,0.0,0.0,
ORD-00164,WH-North,2024-02-16,2024-02-18,5.0,1.0,0.0,
ORD-00165,WH-West,2024-05-22,2024-05-26,5.0,1.0,0.0,
ORD-00166,WH-North,2024-05-02,2024-05-08,9.0,0.0,0.0,
ORD-00167,WH-South,2024-04-22,2024-04-24,4.0,1.0,0.0,
ORD-00168,WH-East,2024-05-01,2024-05-07,8.0,0.0,0.0,
ORD-00169,WH-West,2024-01-09,2024-01-14,8.0,0.0,1.0,Defective
ORD-00170,WH-North,2024-01-21,2024-01-24,4.0,1.0,0.0,
ORD-00171,WH-West,2024-12-19,2024-12-24,6.0,0.0,1.0,Damaged
ORD-00172,WH-South,2024-06-28,2024-07-05,10.0,0.0,0.0,
ORD-00173,WH-West,2024-06-03,2024-06-08,6.0,0.0,0.0,
ORD-00174,WH-South,2024-09-26,2024-10-03,8.0,0.0,0.0,
ORD-00175,WH-East,2024-03-29,2024-04-02,7.0,0.0,0.0,
ORD-00176,WH-East,2024-12-07,2024-12-13,7.0,0.0,0.0,
ORD-00177,WH-South,2024-10-10,2024-10-11,2.0,1.0,0.0,
ORD-00178,WH-East,,2024-03-04,8.0,0.0,0.0,
ORD-00179,WH-North,2024-06-05,2024-06-10,7.0,0.0,0.0,
ORD-00180,WH-South,2024-11-04,2024-11-11,10.0,0.0,1.0,Changed Mind
ORD-00181,WH-West,2024-12-03,2024-12-08,7.0,0.0,0.0,
ORD-00182,WH-West,2024-07-22,2024-07-25,6.0,0.0,0.0,
ORD-00183,WH-West,,2024-09-09,4.0,1.0,0.0,
ORD-00184,WH-North,2024-03-16,2024-03-22,9.0,0.0,0.0,
ORD-00185,WH-East,2024-12-22,2024-12-26,7.0,0.0,0.0,
ORD-00186,WH-North,2024-04-15,2024-04-16,4.0,1.0,0.0,
ORD-00187,WH-North,2024-12-18,2024-12-22,6.0,0.0,0.0,
ORD-00188,WH-West,2024-09-26,2024-09-28,3.0,1.0,0.0,
ORD-00189,WH-East,2024-09-26,2024-09-30,5.0,1.0,0.0,
ORD-00190,WH-North,2024-07-22,2024-07-27,8.0,0.0,0.0,
ORD-00191,WH-South,2024-04-04,2024-04-08,5.0,1.0,1.0,Damaged
ORD-00192,WH-North,2024-03-15,2024-03-19,7.0,0.0,0.0,
ORD-00193,WH-North,2024-04-01,2024-04-03,4.0,1.0,0.0,
ORD-00194,WH-West,2024-03-06,2024-03-08,3.0,1.0,0.0,
ORD-00195,WH-South,2024-10-05,,10.0,0.0,0.0,
ORD-00196,WH-West,2024-05-24,2024-05-27,5.0,1.0,0.0,
ORD-00197,WH-West,2024-01-09,2024-01-14,7.0,0.0,0.0,
ORD-00198,WH-East,2024-12-16,2024-12-22,9.0,0.0,0.0,
ORD-00199,WH-South,2024-11-28,2024-12-05,10.0,0.0,0.0,
ORD-00200,WH-West,2024-12-18,2024-12-21,6.0,0.0,0.0,
ORD-00201,WH-North,2024-12-25,2024-12-31,9.0,0.0,0.0,
ORD-00202,WH-South,2024-03-05,2024-03-10,7.0,0.0,0.0,
ORD-00203,WH-North,2024-06-29,2024-07-06,8.0,0.0,0.0,
ORD-00204,WH-North,2024-10-24,2024-10-25,4.0,1.0,0.0,
ORD-00205,,2024-10-23,2024-10-29,9.0,0.0,0.0,
ORD-00206,WH-North,,2024-04-05,5.0,1.0,1.0,Damaged
ORD-00207,WH-West,2024-11-07,2024-11-11,6.0,0.0,0.0,
ORD-00208,WH-East,2024-03-25,2024-03-29,5.0,1.0,0.0,
ORD-00209,WH-East,2024-03-09,2024-03-10,2.0,1.0,0.0,
ORD-00210,WH-South,2024-08-24,2024-08-25,3.0,1.0,0.0,
ORD-00211,WH-South,2024-08-04,,7.0,0.0,0.0,
ORD-00212,WH-West,2024-08-11,2024-08-16,8.0,0.0,0.0,
ORD-00213,WH-West,2024-02-27,,4.0,1.0,0.0,
ORD-00214,WH-East,2024-11-20,2024-11-26,8.0,0.0,0.0,
ORD-00215,WH-South,2024-04-22,2024-04-29,9.0,0.0,0.0,
ORD-00216,WH-South,2024-03-01,2024-03-02,3.0,1.0,,
ORD-00217,WH-West,2024-11-19,2024-11-26,10.0,0.0,0.0,
ORD-00218,WH-South,2024-12-20,,6.0,0.0,0.0,
ORD-00219,WH-South,2024-11-22,2024-11-28,,0.0,0.0,
ORD-00220,WH-West,2024-11-14,2024-11-20,8.0,0.0,0.0,
ORD-00221,WH-East,2024-09-16,2024-09-19,6.0,0.0,0.0,
ORD-00222,WH-West,2024-08-14,2024-08-16,3.0,1.0,0.0,
ORD-00223,WH-East,2024-02-13,2024-02-16,6.0,0.0,0.0,
ORD-00224,WH-South,2024-06-09,2024-06-11,4.0,1.0,0.0,
ORD-00225,WH-West,2024-05-27,2024-06-02,8.0,0.0,0.0,
ORD-00226,WH-East,2024-04-16,2024-04-23,9.0,0.0,0.0,
ORD-00227,WH-North,2024-11-02,2024-11-03,4.0,1.0,1.0,Changed Mind
ORD-00228,WH-North,,2024-07-28,4.0,1.0,0.0,
ORD-00229,WH-West,2024-02-17,2024-02-23,7.0,0.0,0.0,
ORD-00230,WH-North,2024-03-16,2024-03-20,5.0,1.0,0.0,
ORD-00231,WH-South,2024-10-14,2024-10-16,4.0,1.0,0.0,
ORD-00232,WH-South,2024-02-12,2024-02-17,8.0,0.0,0.0,
ORD-00233,WH-East,2024-11-10,2024-11-15,7.0,0.0,0.0,
ORD-00234,WH-East,2024-07-19,2024-07-25,7.0,0.0,0.0,
ORD-00235,WH-South,2024-07-25,2024-07-30,7.0,0.0,1.0,Damaged
ORD-00236,WH-North,2024-08-19,2024-08-26,8.0,0.0,1.0,Wrong Size
ORD-00237,WH-East,2024-11-15,2024-11-17,4.0,1.0,0.0,
ORD-00238,WH-North,2024-05-30,2024-06-05,8.0,0.0,0.0,
ORD-00239,,2024-09-28,2024-10-01,4.0,1.0,0.0,
ORD-00240,WH-East,2024-08-20,2024-08-27,9.0,0.0,0.0,
ORD-00241,WH-East,2024-04-17,2024-04-21,6.0,0.0,0.0,
ORD-00242,WH-North,2024-11-05,,6.0,0.0,0.0,
ORD-00243,WH-West,2024-11-20,2024-11-22,5.0,1.0,0.0,
ORD-00244,WH-North,2024-09-06,2024-09-08,3.0,1.0,0.0,
ORD-00245,WH-East,2024-11-24,2024-11-30,8.0,0.0,0.0,
ORD-00246,WH-South,2024-11-18,2024-11-23,7.0,0.0,0.0,
ORD-00247,WH-West,2024-10-12,2024-10-18,9.0,0.0,0.0,
ORD-00248,WH-West,2024-11-13,2024-11-16,6.0,0.0,0.0,
ORD-00249,WH-South,2024-10-27,2024-11-03,10.0,0.0,0.0,
ORD-00250,WH-South,2024-09-21,2024-09-25,7.0,0.0,0.0,
ORD-00251,WH-South,2024-09-19,2024-09-25,8.0,0.0,0.0,
ORD-00252,WH-South,2024-10-20,2024-10-24,6.0,0.0,0.0,
ORD-00253,WH-East,2024-03-09,2024-03-10,3.0,1.0,0.0,
ORD-00254,WH-East,2024-11-06,2024-11-09,5.0,1.0,0.0,
ORD-00255,WH-South,2024-11-27,2024-12-01,5.0,,0.0,
ORD-00256,WH-North,2024-01-06,2024-01-12,7.0,0.0,0.0,
ORD-00257,WH-North,2024-11-29,2024-12-03,5.0,1.0,0.0,
ORD-00258,WH-North,2024-02-26,2024-03-03,9.0,0.0,0.0,
ORD-00259,WH-South,2024-05-17,2024-05-24,8.0,0.0,0.0,
ORD-00260,WH-South,2024-10-05,2024-10-11,8.0,0.0,0.0,
ORD-00261,WH-South,2024-03-29,2024-04-03,8.0,0.0,0.0,
ORD-00262,WH-East,2024-11-20,2024-11-25,7.0,0.0,0.0,
ORD-00263,WH-North,2024-11-30,2024-12-06,7.0,0.0,0.0,
ORD-00264,WH-East,2024-07-26,2024-07-30,7.0,0.0,0.0,
ORD-00265,WH-North,2024-01-23,2024-01-29,8.0,0.0,0.0,
ORD-00266,WH-West,2024-04-16,2024-04-18,,1.0,0.0,
ORD-00267,WH-East,2024-09-17,2024-09-19,4.0,1.0,0.0,
ORD-00268,WH-West,2024-12-19,2024-12-21,4.0,1.0,0.0,
ORD-00269,WH-East,2024-09-03,2024-09-04,3.0,1.0,0.0,
ORD-00270,WH-East,2024-04-26,2024-05-01,6.0,0.0,0.0,
ORD-00271,WH-East,2024-09-22,2024-09-24,3.0,1.0,0.0,
ORD-00272,WH-South,2024-08-20,2024-08-21,4.0,1.0,0.0,
ORD-00273,WH-West,2024-10-24,2024-10-30,7.0,,0.0,
ORD-00274,WH-West,2024-02-26,2024-02-29,4.0,1.0,0.0,
ORD-00275,WH-North,2024-10-14,2024-10-21,10.0,0.0,0.0,
ORD-00276,WH-West,2024-08-20,2024-08-25,8.0,0.0,0.0,
ORD-00277,WH-North,2024-12-29,2025-01-04,9.0,0.0,0.0,
ORD-00278,WH-South,2024-05-16,2024-05-21,7.0,0.0,0.0,
ORD-00279,WH-West,2024-10-02,2024-10-09,10.0,0.0,0.0,
ORD-00280,WH-North,2024-12-21,2024-12-26,6.0,0.0,0.0,
ORD-00281,WH-South,2024-02-20,2024-02-21,2.0,1.0,0.0,
ORD-00282,WH-West,2024-12-23,2024-12-29,8.0,0.0,0.0,
ORD-00283,WH-East,2024-10-10,2024-10-12,5.0,1.0,0.0,
ORD-00284,WH-South,2024-01-25,2024-02-01,8.0,0.0,0.0,
ORD-00285,WH-East,2024-04-14,2024-04-21,8.0,0.0,0.0,
ORD-00286,WH-South,2024-10-19,2024-10-24,6.0,0.0,0.0,
ORD-00287,WH-West,2024-01-26,2024-02-02,10.0,0.0,0.0,
ORD-00288,WH-West,2024-09-02,2024-09-06,7.0,0.0,0.0,
ORD-00289,WH-East,2024-05-15,2024-05-21,7.0,0.0,0.0,
ORD-00290,WH-North,2024-09-03,2024-09-07,6.0,0.0,0.0,
ORD-00291,WH-West,2024-01-10,2024-01-11,4.0,1.0,0.0,
ORD-00292,WH-East,2024-11-11,2024-11-18,10.0,0.0,0.0,
ORD-00293,WH-South,2024-12-21,2024-12-27,9.0,0.0,0.0,
ORD-00294,WH-South,2024-12-12,2024-12-16,7.0,0.0,0.0,
ORD-00295,WH-North,2024-10-02,2024-10-04,3.0,1.0,0.0,
ORD-00296,WH-North,2024-03-02,2024-03-05,5.0,1.0,0.0,
ORD-00297,WH-West,2024-10-23,2024-10-27,5.0,1.0,0.0,
ORD-00298,WH-South,2024-01-19,2024-01-21,4.0,1.0,0.0,
ORD-00299,WH-East,2024-01-22,2024-01-28,9.0,0.0,0.0,
ORD-00300,WH-North,2024-05-28,2024-06-04,8.0,0.0,0.0,
ORD-00301,WH-West,2024-07-08,2024-07-14,8.0,0.0,0.0,
ORD-00302,WH-West,2024-10-05,2024-10-06,3.0,1.0,0.0,
ORD-00303,WH-North,2024-10-25,2024-10-26,2.0,1.0,0.0,
ORD-00304,WH-East,2024-06-06,2024-06-08,3.0,1.0,0.0,
ORD-00305,WH-South,,2024-04-12,10.0,0.0,0.0,
ORD-00306,WH-West,2024-12-22,2024-12-27,7.0,0.0,0.0,
ORD-00307,WH-East,2024-06-27,2024-07-04,9.0,0.0,1.0,Damaged
ORD-00308,WH-West,2024-06-06,2024-06-13,9.0,0.0,0.0,
ORD-00309,WH-West,2024-03-13,2024-03-18,8.0,0.0,0.0,
ORD-00310,WH-North,2024-11-13,2024-11-15,5.0,1.0,0.0,
ORD-00311,WH-North,2024-10-25,2024-11-01,8.0,0.0,0.0,
ORD-00312,WH-West,2024-03-22,2024-03-23,2.0,1.0,0.0,
ORD-00313,WH-North,2024-02-14,2024-02-21,10.0,0.0,0.0,
ORD-00314,WH-South,2024-09-29,2024-10-06,9.0,0.0,,
ORD-00315,WH-East,2024-09-18,2024-09-21,5.0,1.0,0.0,
ORD-00316,WH-East,2024-04-27,2024-05-03,7.0,0.0,0.0,
ORD-00317,WH-West,2024-12-30,2025-01-03,5.0,1.0,0.0,
ORD-00318,WH-East,2024-03-02,2024-03-04,4.0,1.0,0.0,
ORD-00319,WH-North,2024-07-02,2024-07-08,8.0,0.0,0.0,
ORD-00320,WH-North,2025-01-02,2025-01-03,3.0,1.0,0.0,
ORD-00321,WH-East,2024-06-18,2024-06-22,5.0,1.0,0.0,
ORD-00322,WH-South,2024-09-17,2024-09-22,6.0,0.0,1.0,Wrong Size
ORD-00323,WH-West,2024-06-09,2024-06-11,4.0,1.0,0.0,
ORD-00324,WH-West,2024-04-19,2024-04-26,10.0,0.0,0.0,
ORD-00325,WH-West,2024-12-05,2024-12-12,9.0,0.0,0.0,
ORD-00326,WH-South,2024-06-29,,6.0,0.0,1.0,Not as Expected
ORD-00327,WH-West,2024-12-18,2024-12-19,3.0,1.0,0.0,
ORD-00328,WH-North,2024-04-11,2024-04-12,4.0,1.0,0.0,
ORD-00329,WH-South,2024-04-01,2024-04-04,5.0,1.0,0.0,
ORD-00330,WH-East,2024-01-13,2024-01-20,8.0,0.0,0.0,
ORD-00331,WH-East,2024-09-04,2024-09-05,2.0,1.0,0.0,
ORD-00332,WH-East,2024-05-18,2024-05-21,4.0,1.0,0.0,
ORD-00333,WH-North,2024-11-22,2024-11-23,,1.0,0.0,
ORD-00334,WH-North,2024-07-20,,9.0,0.0,0.0,
ORD-00335,WH-South,2024-12-14,2024-12-19,8.0,0.0,0.0,
ORD-00336,WH-South,2024-03-06,2024-03-11,,0.0,0.0,
ORD-00337,WH-North,2024-11-18,2024-11-23,7.0,0.0,1.0,Changed Mind
ORD-00338,WH-North,2024-10-18,2024-10-22,5.0,1.0,0.0,
ORD-00339,WH-North,2024-10-11,2024-10-16,7.0,0.0,0.0,
ORD-00340,WH-West,2024-11-09,2024-11-15,9.0,0.0,0.0,
ORD-00341,WH-East,2024-10-27,2024-11-01,8.0,0.0,0.0,
ORD-00342,WH-East,2024-09-28,2024-10-01,4.0,1.0,0.0,
ORD-00343,WH-West,2024-02-22,,7.0,0.0,0.0,
ORD-00344,WH-East,2024-01-26,2024-01-27,2.0,1.0,0.0,
ORD-00345,WH-East,2024-12-03,2024-12-09,7.0,0.0,0.0,
ORD-00346,WH-North,2024-09-10,2024-09-11,2.0,1.0,0.0,
ORD-00347,WH-East,2024-12-01,2024-12-05,7.0,0.0,0.0,
ORD-00348,WH-East,2024-07-23,2024-07-30,9.0,0.0,1.0,Damaged
ORD-00349,WH-West,2024-03-03,2024-03-09,9.0,0.0,0.0,
ORD-00350,WH-North,2024-02-07,2024-02-13,7.0,0.0,0.0,
ORD-00351,WH-East,2024-10-05,2024-10-07,4.0,1.0,0.0,
ORD-00352,WH-West,2024-06-21,2024-06-25,5.0,1.0,0.0,
ORD-00353,WH-South,2024-03-09,2024-03-15,9.0,0.0,0.0,
ORD-00354,WH-West,2024-07-09,2024-07-16,9.0,0.0,0.0,
ORD-00355,WH-North,2024-01-04,2024-01-07,6.0,0.0,0.0,
ORD-00356,WH-West,2024-08-25,2024-08-26,3.0,1.0,0.0,
ORD-00357,WH-West,2024-04-03,2024-04-05,,1.0,0.0,
