OrderID,ProductID,Quantity,UnitPrice,Discount
ORD-00045,PROD-044,1.0,2377.7,0.04
ORD-00045,PROD-002,2.0,2197.08,0.03
ORD-00046,PROD-014,4.0,959.11,0.13
ORD-00047,PROD-004,1.0,5465.79,0.19
ORD-00047,PROD-028,4.0,1957.14,0.15
ORD-00047,PROD-047,4.0,328.6,0.11
ORD-00048,PROD-019,1.0,380.41,0.06
ORD-00048,PROD-005,3.0,4513.55,0.17
ORD-00048,PROD-017,5.0,2275.72,0.19
ORD-00049,PROD-048,3.0,1918.99,0.01
ORD-00049,PROD-043,5.0,2126.48,0.02
ORD-00049,PROD-024,1.0,1358.39,0.03
ORD-00049,PROD-014,5.0,959.11,0.01
ORD-00050,PROD-023,2.0,1453.66,0.05
ORD-00050,PROD-040,3.0,1885.79,0.15
ORD-00050,PROD-044,1.0,2377.7,0.02
ORD-00050,PROD-050,5.0,2228.18,0.07
ORD-00051,PROD-004,4.0,5465.79,0.0
ORD-00051,PROD-029,5.0,895.64,0.06
ORD-00051,PROD-014,4.0,959.11,0.19
ORD-00051,PROD-027,4.0,,0.06
ORD-00052,PROD-035,5.0,808.36,0.15
ORD-00052,PROD-010,2.0,7853.25,0.05
ORD-00052,PROD-033,1.0,1749.63,0.08
ORD-00053,PROD-046,5.0,1012.78,0.07
ORD-00053,PROD-021,1.0,444.56,0.19
ORD-00053,PROD-003,5.0,2845.14,0.06
ORD-00053,PROD-050,4.0,2228.18,0.01
ORD-00054,PROD-049,4.0,358.37,0.02
ORD-00054,PROD-030,2.0,1458.47,0.07
ORD-00055,PROD-007,1.0,5483.53,0.1
ORD-00056,PROD-007,1.0,5483.53,0.13
ORD-00056,PROD-035,3.0,808.36,0.03
ORD-00056,PROD-015,3.0,447.57,0.02
ORD-00056,PROD-031,4.0,355.85,0.19
ORD-00057,PROD-016,2.0,1238.94,0.03
ORD-00057,PROD-020,3.0,2140.44,0.11
ORD-00057,PROD-005,4.0,4513.55,0.04
ORD-00058,PROD-041,1.0,834.98,0.04
ORD-00058,PROD-005,5.0,4513.55,0.16
ORD-00058,PROD-050,1.0,2228.18,0.05
ORD-00059,PROD-009,2.0,5981.22,0.1
ORD-00059,PROD-013,1.0,2493.12,0.1
ORD-00059,PROD-011,4.0,627.06,0.13
ORD-00060,PROD-047,1.0,328.6,0.13
ORD-00061,PROD-017,5.0,2275.72,0.17
ORD-00062,PROD-016,1.0,1238.94,0.18
ORD-00062,PROD-014,5.0,959.11,0.18
ORD-00062,PROD-041,3.0,834.98,0.1
ORD-00062,PROD-007,2.0,5483.53,0.14
ORD-00063,PROD-024,1.0,1358.39,0.05
ORD-00064,PROD-011,5.0,627.06,0.1
ORD-00065,PROD-010,1.0,7853.25,0.19
ORD-00065,PROD-028,5.0,1957.14,0.19
ORD-00066,PROD-020,5.0,2140.44,0.1
ORD-00066,PROD-035,4.0,808.36,0.06
ORD-00066,PROD-031,4.0,355.85,0.17
ORD-00067,PROD-004,3.0,5465.79,0.19
ORD-00067,PROD-035,3.0,808.36,0.16
ORD-00067,PROD-017,2.0,2275.72,0.04
ORD-00068,PROD-030,4.0,1458.47,0.09
ORD-00068,PROD-034,3.0,1513.79,0.01
ORD-00069,PROD-029,3.0,895.64,0.15
ORD-00069,PROD-009,3.0,5981.22,0.2
ORD-00069,PROD-008,1.0,3320.58,0.02
ORD-00069,PROD-037,4.0,529.04,0.12
ORD-00070,PROD-034,3.0,1513.79,0.14
ORD-00070,PROD-028,4.0,1957.14,0.17
ORD-00071,PROD-026,5.0,526.56,0.01
ORD-00071,PROD-047,4.0,328.6,0.08
ORD-00071,PROD-038,5.0,1552.78,0.07
ORD-00072,PROD-020,3.0,2140.44,0.1
ORD-00073,PROD-027,3.0,2195.93,0.16
ORD-00073,PROD-050,3.0,2228.18,0.09
ORD-00074,PROD-012,4.0,2193.39,0.04
ORD-00074,PROD-036,5.0,1412.12,0.17
ORD-00075,PROD-036,4.0,1412.12,0.08
ORD-00075,PROD-027,5.0,2195.93,0.03
ORD-00076,PROD-024,1.0,1358.39,0.01
ORD-00076,PROD-029,5.0,895.64,0.15
ORD-00076,PROD-008,3.0,3320.58,0.05
ORD-00077,PROD-018,4.0,1330.11,0.11
ORD-00077,PROD-014,5.0,959.11,0.01
ORD-00077,PROD-027,3.0,2195.93,0.06
ORD-00077,PROD-015,2.0,447.57,0.16
ORD-00078,PROD-041,2.0,834.98,0.05
ORD-00078,PROD-044,3.0,2377.7,0.06
ORD-00079,PROD-029,1.0,895.64,
ORD-00080,PROD-038,2.0,1552.78,0.03
ORD-00080,PROD-020,2.0,2140.44,0.04
ORD-00080,PROD-036,4.0,1412.12,0.15
ORD-00081,PROD-033,3.0,1749.63,0.19
ORD-00082,PROD-026,5.0,526.56,0.07
ORD-00082,PROD-016,5.0,1238.94,0.02
ORD-00082,PROD-021,2.0,444.56,0.04
ORD-00082,PROD-012,5.0,2193.39,0.12
ORD-00083,PROD-011,5.0,627.06,0.15
ORD-00083,PROD-046,2.0,1012.78,0.18
ORD-00083,PROD-042,5.0,1627.03,0.09
ORD-00083,PROD-029,3.0,895.64,0.04
ORD-00084,PROD-041,,834.98,0.09
ORD-00084,PROD-015,3.0,447.57,0.09
ORD-00085,PROD-005,3.0,4513.55,0.19
ORD-00085,PROD-050,2.0,2228.18,0.16
ORD-00085,PROD-004,4.0,5465.79,0.07
ORD-00086,PROD-038,4.0,1552.78,0.0
ORD-00086,PROD-013,2.0,2493.12,0.01
ORD-00087,PROD-003,1.0,2845.14,0.16
ORD-00087,PROD-012,1.0,2193.39,0.13
ORD-00088,PROD-032,4.0,2147.54,0.11
ORD-00088,PROD-005,1.0,4513.55,0.03
ORD-00088,PROD-016,2.0,1238.94,0.09
ORD-00088,PROD-050,5.0,2228.18,0.12
ORD-00089,PROD-016,4.0,1238.94,0.17
ORD-00090,PROD-025,4.0,1531.21,0.13
ORD-00091,PROD-021,3.0,444.56,0.12
ORD-00091,PROD-004,2.0,5465.79,0.03
ORD-00092,PROD-020,2.0,2140.44,0.17
ORD-00093,PROD-014,2.0,959.11,0.15
ORD-00093,PROD-010,3.0,7853.25,0.19
ORD-00094,PROD-043,5.0,2126.48,0.08
ORD-00094,PROD-039,1.0,1736.04,0.19
ORD-00094,PROD-011,4.0,627.06,0.14
ORD-00095,PROD-045,1.0,750.97,0.13
ORD-00096,PROD-038,5.0,1552.78,0.07
ORD-00097,PROD-029,3.0,895.64,0.07
ORD-00097,PROD-021,1.0,444.56,0.03
ORD-00097,PROD-042,1.0,1627.03,0.01
ORD-00097,PROD-027,3.0,2195.93,0.02
ORD-00098,PROD-042,5.0,1627.03,0.11
ORD-00099,PROD-048,3.0,1918.99,0.15
ORD-00099,PROD-008,4.0,3320.58,0.09
ORD-00099,PROD-018,3.0,1330.11,0.12
ORD-00100,PROD-040,1.0,1885.79,0.12
ORD-00100,PROD-036,,1412.12,0.16
ORD-00101,PROD-006,5.0,3868.84,0.0
ORD-00101,PROD-035,4.0,808.36,0.01
ORD-00101,PROD-027,4.0,2195.93,0.03
ORD-00102,PROD-018,2.0,1330.11,0.12
ORD-00102,PROD-031,3.0,355.85,0.1
ORD-00102,PROD-005,3.0,4513.55,0.12
ORD-00102,PROD-001,1.0,4713.31,0.16
ORD-00103,PROD-039,5.0,1736.04,0.17
ORD-00103,PROD-026,2.0,526.56,0.08
ORD-00103,PROD-034,2.0,1513.79,0.05
ORD-00104,PROD-042,3.0,1627.03,0.15
ORD-00104,PROD-038,1.0,1552.78,0.03
ORD-00104,PROD-017,2.0,2275.72,0.01
ORD-00104,PROD-004,1.0,5465.79,0.15
ORD-00105,PROD-036,1.0,1412.12,0.1
ORD-00105,PROD-046,1.0,1012.78,0.18
ORD-00105,PROD-038,3.0,1552.78,0.13
ORD-00106,PROD-021,2.0,444.56,0.05
ORD-00106,PROD-012,2.0,2193.39,0.01
ORD-00106,PROD-022,4.0,1870.93,0.02
ORD-00106,PROD-025,2.0,1531.21,0.11
ORD-00107,PROD-019,3.0,380.41,0.01
ORD-00107,PROD-020,4.0,2140.44,0.16
ORD-00108,PROD-017,5.0,2275.72,0.02
ORD-00109,PROD-010,4.0,7853.25,0.12
ORD-00109,PROD-026,1.0,526.56,0.2
ORD-00109,PROD-017,4.0,,0.19
ORD-00109,PROD-048,4.0,1918.99,0.14
ORD-00110,PROD-031,5.0,355.85,0.04
ORD-00111,PROD-026,4.0,526.56,0.07
ORD-00112,PROD-036,1.0,1412.12,0.03
ORD-00112,PROD-007,4.0,5483.53,0.07
ORD-00112,PROD-050,4.0,2228.18,0.01
ORD-00113,PROD-043,3.0,2126.48,0.1
ORD-00114,PROD-005,5.0,4513.55,0.0
ORD-00115,PROD-040,5.0,1885.79,0.06
ORD-00115,PROD-031,5.0,355.85,0.12
ORD-00116,PROD-030,3.0,1458.47,0.1
ORD-00116,PROD-015,5.0,447.57,0.13
ORD-00117,PROD-048,2.0,1918.99,0.17
ORD-00117,PROD-041,1.0,834.98,0.11
ORD-00117,PROD-012,1.0,2193.39,0.1
ORD-00118,PROD-006,5.0,,0.09
ORD-00118,PROD-017,3.0,2275.72,0.06
ORD-00119,PROD-047,2.0,328.6,0.14
ORD-00119,PROD-023,3.0,1453.66,0.18
ORD-00119,PROD-004,1.0,5465.79,0.01
ORD-00119,PROD-045,2.0,750.97,0.1
ORD-00120,PROD-037,2.0,529.04,0.14
ORD-00120,PROD-002,5.0,2197.08,0.14
ORD-00120,PROD-010,2.0,7853.25,
ORD-00120,PROD-006,2.0,3868.84,0.11
ORD-00121,PROD-044,4.0,2377.7,0.08
ORD-00122,PROD-030,1.0,1458.47,0.06
ORD-00122,PROD-017,2.0,2275.72,0.06
ORD-00122,PROD-048,4.0,1918.99,0.01
ORD-00122,PROD-025,1.0,1531.21,0.08
ORD-00123,PROD-033,5.0,1749.63,0.04
ORD-00123,PROD-010,4.0,7853.25,0.08
ORD-00124,PROD-008,5.0,3320.58,0.01
ORD-00124,PROD-042,2.0,1627.03,0.08
ORD-00125,PROD-007,3.0,5483.53,0.1
ORD-00125,PROD-031,4.0,355.85,0.07
ORD-00125,PROD-048,1.0,1918.99,0.16
ORD-00125,PROD-014,3.0,959.11,0.0
ORD-00126,PROD-036,4.0,1412.12,0.11
ORD-00126,PROD-049,1.0,358.37,0.18
ORD-00127,PROD-048,3.0,1918.99,0.02
ORD-00128,PROD-025,4.0,1531.21,0.03
ORD-00128,PROD-022,5.0,1870.93,0.06
ORD-00128,PROD-048,4.0,1918.99,0.06
ORD-00128,PROD-033,5.0,1749.63,0.05
ORD-00129,PROD-036,4.0,1412.12,0.15
ORD-00129,PROD-010,4.0,7853.25,0.11
ORD-00129,PROD-032,2.0,2147.54,0.08
ORD-00130,PROD-006,3.0,3868.84,0.18
ORD-00130,PROD-046,5.0,1012.78,0.01
ORD-00130,PROD-001,3.0,4713.31,0.15
ORD-00131,PROD-030,4.0,1458.47,0.18
ORD-00132,PROD-014,3.0,959.11,0.14
ORD-00132,PROD-017,4.0,2275.72,0.1
ORD-00133,PROD-025,4.0,1531.21,0.18
ORD-00133,PROD-024,5.0,1358.39,0.17
ORD-00134,PROD-002,4.0,2197.08,0.08
ORD-00134,PROD-047,3.0,328.6,0.14
ORD-00135,PROD-020,2.0,2140.44,0.04
ORD-00135,PROD-008,1.0,3320.58,0.02
ORD-00136,PROD-043,5.0,2126.48,0.09
ORD-00136,PROD-040,5.0,1885.79,0.09
ORD-00137,PROD-028,4.0,1957.14,0.2
ORD-00137,PROD-017,3.0,2275.72,0.06
ORD-00138,PROD-033,1.0,1749.63,0.07
ORD-00138,PROD-039,4.0,1736.04,0.12
ORD-00139,PROD-011,5.0,627.06,0.17
ORD-00139,PROD-046,4.0,1012.78,0.09
ORD-00140,PROD-043,5.0,2126.48,0.15
ORD-00141,PROD-007,4.0,5483.53,0.17
ORD-00141,PROD-018,5.0,1330.11,0.08
ORD-00141,PROD-014,3.0,959.11,0.1
ORD-00142,PROD-002,4.0,2197.08,0.13
ORD-00142,PROD-005,5.0,4513.55,0.15
ORD-00142,PROD-019,4.0,380.41,0.01
ORD-00142,PROD-041,1.0,834.98,0.1
ORD-00143,PROD-012,2.0,2193.39,0.04
ORD-00143,PROD-025,4.0,1531.21,0.07
ORD-00144,PROD-048,4.0,1918.99,0.19
ORD-00144,PROD-016,3.0,1238.94,0.14
ORD-00144,PROD-024,3.0,1358.39,0.19
ORD-00145,PROD-047,3.0,328.6,0.17
ORD-00145,PROD-006,5.0,3868.84,0.04
ORD-00145,PROD-040,3.0,1885.79,0.12
ORD-00146,PROD-042,2.0,1627.03,0.05
ORD-00147,PROD-041,1.0,834.98,0.13
ORD-00147,PROD-018,5.0,1330.11,0.02
ORD-00147,PROD-021,3.0,444.56,0.14
ORD-00148,PROD-046,1.0,1012.78,0.18
ORD-00148,PROD-009,2.0,5981.22,0.01
ORD-00149,PROD-013,1.0,2493.12,0.1
ORD-00150,PROD-032,5.0,2147.54,0.07
ORD-00151,PROD-043,3.0,2126.48,0.11
ORD-00152,PROD-049,1.0,358.37,0.06
ORD-00152,PROD-017,5.0,2275.72,0.05
ORD-00153,PROD-016,3.0,1238.94,0.18
ORD-00154,PROD-043,1.0,2126.48,0.2
ORD-00154,PROD-015,1.0,447.57,0.14
ORD-00155,PROD-015,1.0,447.57,0.16
ORD-00156,PROD-034,2.0,1513.79,0.18
ORD-00157,PROD-008,4.0,3320.58,0.17
ORD-00157,PROD-017,1.0,2275.72,0.13
ORD-00157,PROD-025,4.0,1531.21,0.01
ORD-00158,PROD-008,1.0,3320.58,0.2
ORD-00158,PROD-044,3.0,2377.7,0.09
ORD-00159,PROD-044,4.0,2377.7,0.13
ORD-00159,PROD-027,2.0,2195.93,0.16
ORD-00160,PROD-025,3.0,1531.21,0.19
ORD-00160,PROD-036,3.0,1412.12,0.05
ORD-00161,PROD-020,5.0,2140.44,0.12
ORD-00161,PROD-050,2.0,2228.18,0.01
ORD-00161,PROD-013,4.0,2493.12,0.09
ORD-00162,PROD-039,2.0,1736.04,0.13
ORD-00163,PROD-022,3.0,1870.93,0.06
ORD-00164,PROD-018,5.0,1330.11,0.02
ORD-00164,PROD-024,4.0,1358.39,0.16
ORD-00165,PROD-031,1.0,355.85,0.14
ORD-00165,PROD-014,3.0,959.11,0.18
ORD-00165,PROD-034,3.0,1513.79,0.14
ORD-00165,PROD-025,5.0,1531.21,0.14
ORD-00166,PROD-012,2.0,2193.39,0.1
ORD-00166,PROD-024,5.0,1358.39,0.11
ORD-00167,PROD-020,4.0,2140.44,0.14
ORD-00167,PROD-035,2.0,808.36,0.17
ORD-00168,PROD-021,1.0,444.56,0.0
ORD-00168,PROD-049,2.0,358.37,0.01
ORD-00168,PROD-035,1.0,808.36,0.15
ORD-00168,PROD-014,5.0,959.11,0.01
ORD-00169,PROD-035,,808.36,0.18
ORD-00169,PROD-016,4.0,1238.94,0.06
ORD-00169,PROD-004,2.0,5465.79,0.06
ORD-00170,PROD-043,5.0,2126.48,0.15
ORD-00171,PROD-034,4.0,1513.79,0.17
ORD-00171,PROD-005,5.0,4513.55,0.13
ORD-00172,PROD-035,3.0,808.36,0.12
ORD-00173,PROD-029,3.0,895.64,0.02
ORD-00173,PROD-025,4.0,1531.21,0.13
ORD-00174,PROD-048,2.0,1918.99,0.02
ORD-00174,PROD-017,4.0,2275.72,0.2
ORD-00175,PROD-026,2.0,526.56,0.02
ORD-00175,PROD-039,4.0,1736.04,0.12
ORD-00175,PROD-041,5.0,834.98,0.16
ORD-00176,PROD-026,5.0,526.56,0.15
ORD-00176,PROD-007,5.0,5483.53,0.11
ORD-00176,PROD-036,1.0,1412.12,0.01
ORD-00177,PROD-047,1.0,328.6,0.17
ORD-00178,PROD-010,3.0,7853.25,0.16
ORD-00178,PROD-027,4.0,2195.93,0.14
ORD-00178,PROD-017,4.0,2275.72,0.07
ORD-00179,PROD-041,4.0,834.98,0.11
ORD-00179,PROD-012,2.0,2193.39,
ORD-00180,PROD-015,2.0,447.57,0.03
ORD-00180,PROD-048,5.0,1918.99,0.1
ORD-00181,PROD-037,4.0,529.04,0.07
ORD-00181,PROD-040,4.0,1885.79,0.01
ORD-00181,PROD-050,4.0,2228.18,0.12
ORD-00182,PROD-006,,3868.84,0.06
ORD-00182,PROD-050,2.0,2228.18,0.2
ORD-00183,PROD-042,5.0,1627.03,0.16
ORD-00184,PROD-005,3.0,4513.55,0.0
ORD-00184,PROD-048,1.0,1918.99,0.07
ORD-00185,PROD-025,2.0,1531.21,0.1
ORD-00185,PROD-017,2.0,2275.72,0.07
ORD-00186,PROD-047,4.0,328.6,0.01
ORD-00186,PROD-025,5.0,1531.21,
ORD-00187,PROD-006,2.0,3868.84,0.19
ORD-00188,PROD-001,4.0,4713.31,0.2
ORD-00188,PROD-008,3.0,3320.58,0.11
ORD-00188,PROD-007,1.0,5483.53,0.08
ORD-00188,PROD-039,3.0,1736.04,0.09
ORD-00189,PROD-009,5.0,5981.22,0.19
ORD-00189,PROD-037,4.0,529.04,0.06
ORD-00189,PROD-042,4.0,1627.03,0.18
ORD-00189,PROD-014,2.0,959.11,0.15
ORD-00190,PROD-021,4.0,444.56,
ORD-00190,PROD-039,3.0,1736.04,0.06
ORD-00190,PROD-049,3.0,358.37,0.11
ORD-00190,PROD-011,1.0,627.06,0.12
ORD-00191,PROD-038,2.0,1552.78,0.18
ORD-00191,PROD-042,1.0,1627.03,0.11
ORD-00192,PROD-031,4.0,355.85,0.11
ORD-00192,PROD-001,1.0,4713.31,0.06
ORD-00192,PROD-019,1.0,380.41,0.08
ORD-00193,PROD-010,3.0,7853.25,0.08
ORD-00193,PROD-038,5.0,1552.78,0.01
ORD-00193,PROD-045,4.0,750.97,0.16
ORD-00194,PROD-023,5.0,1453.66,0.08
ORD-00194,PROD-018,1.0,1330.11,0.12
ORD-00194,PROD-040,5.0,1885.79,0.01
ORD-00195,PROD-047,4.0,328.6,0.14
ORD-00195,PROD-005,3.0,4513.55,0.11
ORD-00195,PROD-003,2.0,2845.14,0.12
ORD-00196,PROD-026,3.0,526.56,0.02
ORD-00196,PROD-010,2.0,7853.25,0.13
ORD-00196,PROD-005,2.0,4513.55,0.11
ORD-00197,PROD-038,1.0,1552.78,0.12
ORD-00197,PROD-042,3.0,1627.03,0.16
ORD-00197,PROD-027,1.0,2195.93,
ORD-00198,PROD-041,5.0,834.98,0.09
ORD-00198,PROD-020,3.0,2140.44,0.18
ORD-00198,PROD-043,5.0,2126.48,0.19
ORD-00199,PROD-037,1.0,529.04,0.15
ORD-00199,PROD-024,2.0,1358.39,0.08
ORD-00199,PROD-025,2.0,1531.21,0.2
ORD-00200,PROD-026,3.0,526.56,
ORD-00200,PROD-014,3.0,959.11,0.08
ORD-00200,PROD-043,1.0,2126.48,0.07
ORD-00201,PROD-039,3.0,1736.04,0.11
ORD-00202,PROD-038,5.0,1552.78,0.04
ORD-00202,PROD-022,2.0,1870.93,0.09
ORD-00203,PROD-049,5.0,358.37,0.15
ORD-00203,PROD-025,1.0,1531.21,0.18
ORD-00203,PROD-023,3.0,1453.66,0.01
ORD-00203,PROD-020,4.0,2140.44,0.17
ORD-00204,PROD-004,5.0,5465.79,0.11
ORD-00204,PROD-035,4.0,808.36,0.09
ORD-00204,PROD-009,5.0,5981.22,0.06
ORD-00204,PROD-043,2.0,2126.48,0.1
ORD-00205,PROD-018,4.0,1330.11,0.04
ORD-00206,PROD-016,3.0,1238.94,0.04
ORD-00206,PROD-031,5.0,355.85,0.13
ORD-00206,PROD-049,3.0,358.37,0.13
ORD-00207,PROD-023,4.0,1453.66,0.04
ORD-00207,PROD-003,4.0,2845.14,0.16
ORD-00207,PROD-037,3.0,529.04,0.11
ORD-00207,PROD-029,4.0,895.64,0.02
ORD-00208,PROD-006,4.0,3868.84,0.01
ORD-00208,PROD-027,2.0,2195.93,0.04
ORD-00208,PROD-035,1.0,808.36,0.17
ORD-00208,PROD-036,3.0,1412.12,0.07
ORD-00209,PROD-022,5.0,1870.93,0.14
ORD-00209,PROD-033,1.0,1749.63,0.02
ORD-00210,PROD-038,3.0,1552.78,0.04
ORD-00210,PROD-008,4.0,3320.58,0.02
ORD-00211,PROD-008,5.0,3320.58,0.2
ORD-00211,PROD-036,4.0,1412.12,0.18
ORD-00212,PROD-024,5.0,1358.39,0.14
ORD-00213,PROD-046,5.0,1012.78,0.18
ORD-00213,PROD-045,4.0,750.97,0.14
ORD-00213,PROD-013,5.0,2493.12,0.11
ORD-00213,PROD-035,4.0,808.36,0.01
ORD-00214,PROD-044,1.0,2377.7,0.14
ORD-00214,PROD-028,2.0,1957.14,0.03
ORD-00214,PROD-045,2.0,750.97,0.14
ORD-00215,PROD-030,4.0,1458.47,0.15
ORD-00215,PROD-044,3.0,2377.7,0.08
ORD-00216,PROD-012,2.0,2193.39,0.13
ORD-00216,PROD-014,3.0,959.11,0.06
ORD-00216,PROD-023,1.0,1453.66,0.08
ORD-00217,PROD-028,1.0,1957.14,0.12
ORD-00217,PROD-029,5.0,895.64,0.07
ORD-00218,PROD-005,5.0,4513.55,0.17
ORD-00218,PROD-034,,,0.01
ORD-00218,PROD-007,5.0,5483.53,0.16
ORD-00219,PROD-028,2.0,1957.14,0.06
ORD-00219,PROD-043,1.0,2126.48,0.02
ORD-00219,PROD-003,3.0,,0.18
ORD-00219,PROD-025,1.0,1531.21,0.01
ORD-00220,PROD-004,1.0,5465.79,0.03
ORD-00220,PROD-018,1.0,1330.11,0.03
ORD-00221,PROD-032,3.0,2147.54,
ORD-00222,PROD-003,3.0,2845.14,0.17
ORD-00222,PROD-018,1.0,1330.11,0.09
ORD-00222,PROD-017,4.0,2275.72,0.06
ORD-00222,PROD-020,3.0,2140.44,0.05
ORD-00223,PROD-006,4.0,3868.84,0.06
ORD-00223,PROD-044,5.0,2377.7,0.06
ORD-00223,PROD-004,1.0,5465.79,0.05
ORD-00223,PROD-016,,1238.94,0.05
ORD-00224,PROD-035,5.0,808.36,0.03
ORD-00225,PROD-043,4.0,2126.48,0.16
ORD-00226,PROD-042,2.0,1627.03,0.15
ORD-00227,PROD-033,5.0,1749.63,0.1
ORD-00227,PROD-032,3.0,2147.54,0.15
ORD-00227,PROD-004,2.0,5465.79,0.17
ORD-00228,PROD-046,2.0,1012.78,0.1
ORD-00229,PROD-022,4.0,1870.93,
ORD-00229,PROD-023,3.0,1453.66,0.06
ORD-00229,PROD-020,3.0,2140.44,0.12
